task,domain,split,sample_id,text,aspect,label_name,label_id
absa,restaurant,dev,2085,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,wintermelon,positive,0
absa,restaurant,dev,3494,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,pizza,neutral,2
absa,restaurant,dev,1872,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,negative,1
absa,restaurant,dev,2288,Beef noodle soup is good as well.,Beef noodle soup,positive,0
absa,restaurant,dev,3162,"Overall, the best bagel in town.",bagel,positive,0
absa,restaurant,dev,2392,"Spice is great Thai food, love the inexpensive appetizers.",Thai food,positive,0
absa,restaurant,dev,3191,Try green curry with vegetables.,green curry with vegetables,positive,0
absa,restaurant,dev,2799,and you can't beat the prices.,prices,positive,0
absa,restaurant,dev,573,The wine the service was very good too.,wine,positive,0
absa,restaurant,dev,3038,"Staffs are not that friendly, but the taste covers all.",Staffs,negative,1
absa,restaurant,dev,2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast pork buns,negative,1
absa,restaurant,dev,612,great place to go for a drink too because they have 100 kinds of beer.,drink,neutral,2
absa,restaurant,dev,3244,"So I've never actually been to M proper, but I've had it delivered a few times.",delivered,neutral,2
absa,restaurant,dev,2655,They couldn't even make a salad that was appealing.,salad,negative,1
absa,restaurant,dev,3243,"Hopefully next time, I will save room for dessert.",dessert,neutral,2
absa,restaurant,dev,414,"Average to good Thai food, but terrible delivery.",Thai food,positive,0
absa,restaurant,dev,1398,"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",lunch buffet,positive,0
absa,restaurant,dev,1038,"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",air conditioning,negative,1
absa,restaurant,dev,2593,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",thin-crust pizza,positive,0
absa,restaurant,dev,782,"Great food, great lay out and awesome service.",service,positive,0
absa,restaurant,dev,3072,Service was very prompt but slightly rushed.,Service,conflict,3
absa,restaurant,dev,3266,"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",seafood,positive,0
absa,restaurant,dev,3696,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",sandwiches,negative,1
absa,restaurant,dev,2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,negative,1
absa,restaurant,dev,3567,We got in line and were served while in line a bannan fritter.,bannan fritter,neutral,2
absa,restaurant,dev,471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",pasta,negative,1
absa,restaurant,dev,503,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",AC,positive,0
absa,restaurant,dev,2008,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,positive,0
absa,restaurant,dev,2770,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,negative,1
absa,restaurant,dev,2862,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",bill,negative,1
absa,restaurant,dev,2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,positive,0
absa,restaurant,dev,1768,Waitstaff are very friendly.,Waitstaff,positive,0
absa,restaurant,dev,1645,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi,positive,0
absa,restaurant,dev,1195,The sushi is average and the prices are anything but.,prices,neutral,2
absa,restaurant,dev,2190,Downstairs lounge is always a good attraction,Downstairs lounge,positive,0
absa,restaurant,dev,41,Horrible food and Horrible service.,service,negative,1
absa,restaurant,dev,1022,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",fried mini buns with the condensed milk and the assorted fruits on beancurd,positive,0
absa,restaurant,dev,499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",Pastrami sandwich,positive,0
absa,restaurant,dev,1040,"So, for good food i'd recommend it, but not for a fun night out.",food,positive,0
absa,restaurant,dev,3417,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",classical furniture,positive,0
absa,restaurant,dev,1945,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",food,positive,0
absa,restaurant,dev,109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",salads,positive,0
absa,restaurant,dev,1618,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",after dinner drink,positive,0
absa,restaurant,dev,1024,"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",tea with tapioca pearls (hot),positive,0
absa,restaurant,dev,1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",filets,neutral,2
absa,restaurant,dev,3081,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",lamb,positive,0
absa,restaurant,dev,2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake,negative,1
absa,restaurant,dev,2498,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,positive,0
absa,restaurant,dev,2620,"The service was a bit slow, but they were very friendly.",service,negative,1
absa,restaurant,dev,2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",specials menus,positive,0
absa,restaurant,dev,796,"The food was just OK, at least for what food was available.",food,negative,1
absa,restaurant,dev,1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,variety of dishes,positive,0
absa,restaurant,dev,775,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat check girls,negative,1
absa,restaurant,dev,3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacon,negative,1
absa,restaurant,dev,989,The service is fine and they allow you to enjoy the view.,view,positive,0
absa,restaurant,dev,2413,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",fast food,negative,1
absa,restaurant,dev,891,The food itself was just ok - nothing spectacular - but the service was awful.,service,negative,1
absa,restaurant,dev,276,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,staff,positive,0
absa,restaurant,dev,2884,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",food,positive,0
absa,restaurant,dev,729,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",prices,positive,0
absa,restaurant,dev,3518,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pad See Ew,positive,0
absa,restaurant,dev,1312,The two star chefs left quite some time ago to open their own place.,chefs,neutral,2
absa,restaurant,dev,924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,room,positive,0
absa,restaurant,dev,441,"Yeah, sometimes the service can be slow.",service,negative,1
absa,restaurant,dev,3437,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich,positive,0
